"","Group","type","PB","M0","Fixed Gear","HMS Fleet","LG Mesh","Scallop Dredge","Trap","Other Dredge","Other","Pelagic","SM Mesh","Clam Dredge","M2.Phytoplankton","M2.Bacteria","M2.Microzooplankton","M2.GelZooplankton","M2.LgCopepods","M2.SmCopepods","M2.Micronekton","M2.Illex","M2.Loligo","M2.OtherCephalopods","M2.Macrobenthos","M2.AmLobster","M2.OceanPout","M2.SmPelagics","M2.SmFlatfishes","M2.NShrimp","M2.OtherShrimps","M2.RiverHerring","M2.AtlScallop","M2.OtherPelagics","M2.AtlHerring","M2.Mesopelagics","M2.YTFlounder","M2.Cod","M2.Haddock","M2.AmPlaice","M2.AtlMackerel","M2.AtlHalibut","M2.SummerFlounder","M2.Cusk","M2.OtherDemersals","M2.HMS","M2.OtherSkates","M2.RedHake","M2.Barndoor","M2.Fourspot","M2.SmoothDogfish","M2.Pollock","M2.Goosefish","M2.SilverHake","M2.WhiteHake","M2.SpinyDogfish","M2.Redfish","M2.LittleSkate","M2.SeaBirds","M2.Windowpane","M2.WinterFlounder","M2.WitchFlounder","M2.BlackSeaBass","M2.Butterfish","M2.Sharks","M2.WinterSkate","M2.Pinnipeds","M2.BaleenWhales","M2.Odontocetes","M2.Megabenthos"
"Macrobenthos","Macrobenthos",0,2.4,0.204539196126726,0,0,2.33750426689792e-07,0,2.20014350888742e-06,0.000309080028892357,0,0,2.41290763034624e-08,0,0,0,0,0,0.0470336355859754,0,0,0.0193180808276048,0.00212997565987319,8.841188425464e-05,1.72918473913129,0.0420079636410948,0.00400030761708281,0.000380967905960299,1.2513142649462e-05,0.00139354584207741,0.00884405713229383,0.0142116622527865,0,0.000502300223555862,0.00912062085170946,0,0.00182131824970221,0.00242112539503995,0.0471632793234879,0.0314242406380317,0.000466676605823485,1.3392839060027e-06,0,0.000194171012842646,0.00431214881250074,0,0.00493912907498303,0.000712819323094556,0,4.79189141296395e-06,1.12124535907684e-05,0.000691486235927161,4.69393656041783e-05,0.00089688779625383,0.000201984546561786,0.000567403951954518,0.000345076906293495,0.000362461178193092,0,1.95766052299703e-05,0.00289665250351595,0.0132159595160078,3.32206015568577e-06,0.000324855797608997,2.12195412875536e-06,0.000585584741874807,5.72356530735152e-05,0,2.56162006368545e-05,0.20320506704572
"AmLobster","AmLobster",0,2.3,0.857966963443186,8.08494428803276e-06,0,0.000828193551262563,0,0.501416161774292,0,0,0,0.00131282887078202,0,0,0,0,0,0,0,0,0,0,0,0.325379004874496,0.0150936001765478,0,0,0,0,0,0,0,0,0,0,0,0.0432388374447948,0.0126924472496978,0,0.000242785833791139,0.00143291625273641,0,0.270638347737921,0.00346827466545329,0,0.0479630655722688,0.00142198945932672,0,0,0.00536682691898836,0,0.00983653862827931,0.000885307819593871,0.0027908003690595,0.0379546269182331,0,0.00298851639177496,0,0,0.0123530414838817,0,0.000228933012770448,0,0,0.00198465306043519,0,0,0,0.0730122522015389
"OceanPout","OceanPout",0,1.84,-2.43050064994555,0,0,0.0133278766514417,0,0,0,0,0,0.173090867118297,0,0,0,0,0,0,0,0,0,0,0,0.239415698688835,0.00310990123725886,0,0,0,0,0,0,0,1.92428335098911,0,0,0,0.512387424293589,0.0250036824942234,0,0,0.0516144051921612,0,0,0.00398842906549822,0,0.616879725056838,0.0540969913854676,0,0,0,0,0.245819219743401,0,0.0210305894346298,0.330669171943913,0,0.00126323672972566,0.000102908440380161,0.000824126602130151,0,0,0,0,8.40759622432871e-05,0.00283008817469616,0.0210852796487171,0.00582061022509721,0.00872946971980997,0.0150435211480841
"SmPelagics","SmPelagics",0,2,-0.204764112482373,0,0,0,0,0,0,0,0,2.07960458740813e-07,0,0,0,0,0.0694068385257516,0,0,0,0.0426575513173773,0.00470334226399811,0.000195228217715556,0,0,0.000304603845116607,0,0,0,0,0,0,0.425683666585941,0.00529017397954506,0,0.00647127856159842,0.231603262780576,0.152074098248223,0,0.0138034066878296,0.000814462993585712,0.00100411703675453,0,0.000572670539569363,0.00707135844947991,0.0253702370747246,0.0114052544643621,0,9.5171262180779e-05,0,0.100503355591671,0.0261155986235903,0.564504349698417,0.217014110173588,0.105249518266856,0,0.00214827974125979,0.00400835142080217,0.00140226623687023,0.000573057902651753,0,0,0,0.000333060208030252,0.0318513698691582,0.0571113237589277,0.0817231604001684,0.0136993797955936,0
"SmFlatfishes","SmFlatfishes",0,1.61,-1.72314289625129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24398788370011,0,0,0,0,0,0,0,0,0,0.688506722684454,0,0.0585717506087148,0,0,0.565414275495396,0,0.776662263762613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NShrimp","NShrimp",0,1.45,-1.26418836997252,7.45451025293664e-05,0,0.0406214709456919,0,0.0078635597520962,0,0,0,0.445301390809725,0,0,0,0,0,0,0,0,0.640105280678257,0.0705768176335987,0.00292953086236397,0,0,0,0,0,0.003650566182,0.0231681046320644,0,0,0,0,0,0,0.178884058422805,0.107026537998501,0.213775196934748,0,0.00863978078183869,0,0,0.0269240456111882,0,0.138694693693195,0.049352328789358,0,0.000404039774714761,0,0.103784823798185,0.0182372462190012,0.154042331831091,0.211044119523197,0.0282161512953188,0.155156896926872,0.00335900819009705,0.00164744080430024,0.000244383277340729,0,0,0,0,0,0.000411048133054265,0.00390014399953655,0,0.000319265827255465,0
"OtherShrimps","OtherShrimps",0,4.5,0.502655713301416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160625827170341,0.0177103049352053,0.000735126442777742,0,0,8.36525531173457e-05,0,0,0.000916060576789024,0.00581372484,0.120835931071383,0,0,1.06727753107799,0,0.00103306948804685,0.095264681460803,0.139720331949413,0.110876296543794,0.0142408344430369,0.00183316590587983,2.22008576849386e-05,0.0239768804174008,0.00675622780753604,0,0.146905163622436,0.12834796644662,0,0.00251658387768972,0,0.764994334738439,0.00333637391543104,0.609559466714203,0.246309291366766,0.0337930168565131,0.263265758502598,0.0109366651736826,0.00041340315396946,0.00300561128873722,0.000445002293622263,0.00564181462432559,0.000254727419246941,0,0,0.00883845491003124,0.000978688779672617,0,8.01154734043022e-05,0
"RiverHerring","RiverHerring",0,1.3,0.426109872737987,0.000770625945955604,0,0,0,0.000100081291682546,0,0.014928654230193,0.00110930103700934,0,0,0,0,0,0.0263479382119145,0,0,0,0.0155564912721546,0.00171522979215257,7.11964463776697e-05,0,0,0,0,0,0,0,0,0,0.512047889259202,0,0,0,0.0277358479547548,0.0124964864718306,0,0,0.000292368874775077,0,0,0.000243047567392444,0.00300116096525326,0,0,0,0,0,0.0383232597606094,0.0161292509196835,0.0740591625664925,0.039833002277202,0.013329957611556,0,0,0.00155740009900469,0,0,0,0,0,9.47835471949353e-05,0.0003131235967462,0.0242386631598121,0.0346841926770316,0.00581416487149489,0
"AtlScallop","AtlScallop",0,1.2,0.495663098610413,9.66413719783238e-06,0,0.0126622577398799,0.00861212555680495,0.0023246064751786,0,0,0,0.00758826781176799,0,0,0,0,0,0,0,0,0,0,0,0.553429837676399,0.0128619163026857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0068987301564031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062216930745648
"OtherPelagics","OtherPelagics",0,1.17,-0.298627275916387,0.00431492099465251,4.9003205374887e-05,0.041316437735613,0,0,0,0,0.563814509497673,0.00299790471692406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443003691719015,0,0,0,0.0101265763155018,0,0,0,0,0.00489433100137698,0,0,0,0.00150862913390969,0.00606832937887343,0,0,0,0.0251411949846918,0,0.319964377894306,0.0236117231341147,0.020419410202363,0,0.000936920848810011,1.70477827938466e-05,0,0,0,0,0,0.000442267370393658,0,0,0,0,0
"AtlHerring","AtlHerring",0,1.1,-1.44247189843001,0.00607497690698326,0.000139691481479374,0.00263779331116074,0,0,0,0.0939759492504649,0.268413616604722,0,0,0,0,0,0.0346307728210788,0,0,0,0.0258688471417899,0.00285225096906401,0.000118392377571622,0,0,0,0,0,0,0,0,0,0.278888429084277,0.00438077349552385,0,0,0.221676328900099,0.0816380530426138,0,2.97375557404424e-05,0.00103228168118349,0,0,0.00971051200050897,0.00128717320144837,0.0473820102807086,0.010345022629876,0,0,0,0.106138423393549,0.0265202882257955,0.627914426449936,0.240700162337283,0.0940054717694827,0.00801701821869714,0.000325769089065185,0.00301718403105294,7.00731066418855e-06,0,0,0,0,0.000663878934323201,0.00270099646116288,0.0214240132191291,0.110734830072388,0.0336971188197812,0
"Mesopelagics","Mesopelagics",0,1.65,0.46244935154014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0860289047510489,0,0,0,0.0507936482600196,0.00560041317952266,0.000232464197189745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171236067173648,0.189589691007365,0,0,0,0,0,0.000793576934066272,0.00979911933699569,0.113220121765096,0.00245238258021284,0,0,0,0.292674681838693,0,0.0198399564854795,0.143172274386059,0.0103105790422354,0.041725841883626,0,0.00508508194071757,0.00283660680288889,0,0,0,0,0.00030947866538993,0,0.0791418906290474,0.113247688839277,0.0189838852631947,0
"YTFlounder","YTFlounder",0,0.92,-0.284078103449807,0.00481562722528026,0.000560509447450085,0.357121021890222,0,8.02141078257051e-07,0.000105882622329931,0.000155615369181868,0,0.364206742130336,0,0,0,0,0,0,0,0,0,0,0,0.239544854403734,0.00311157891136195,0,0,0,0,0,0,0,0,0,0,0,0.0335517004737182,0,0,0,0,0,0,0.0039905806721393,0,0.000559331509897625,6.14274157488348e-05,0,0,0,0,0.0994308544833396,0,0.000624682434692294,0.0450475803613883,0,2.41275436259113e-05,0.000102963955591817,0,0,0,0,0,8.41213180452199e-05,0.000271879059419973,0.0210966543596562,0.00582375022418201,0.00873417893858102,0.0150516365588074
"Cod","Cod",0,0.87,-0.262853863376259,0.0602021755882498,0.00106029931062067,0.0756983936821999,0,1.5218789354537e-05,3.34638771658079e-07,1.3258242637975e-05,0.00010317422563132,0.082957288839111,0,0,0,0,0,0,0,0,0,0,0,0.639386271964128,0.00805172694274432,0,0,0,0,0,0,0,0,0,0,0,0.0136405355085952,0,0,0,0.00050810915092407,0,0,0.00195362300470803,0,0,0.000557095837126571,0,0,0,0,0.0138747362155092,0.000694069766041376,0.00523741636093114,0.00463438187927132,0,0,0.000665873571221842,0,0,0,0,0,0.000533310832945832,0,0.0943992382858989,0.0855082195152671,0.0629262955722023,0.0389486081070973
"Haddock","Haddock",0,0.7,0.230535920783736,0.00753675152165398,0.000222387963968353,0.0300027328445161,0,0,0,9.1976971439227e-06,6.13818206065013e-06,0.0167669901276478,0,0,0,0,0,0,0,0,0,0,0,0.254307483726482,0.00330333876440183,0,0,0,0,0,0,0,0,0,0,0,0.00183479460823891,0,0,0,0.00042829798568132,0,0,0.00423651149537472,0,0.00556440866903638,0.000349726727972751,0,6.31058019989008e-05,0,0.00157335535524721,0.0322591602647379,0.00415282620449719,0.012651028998059,0.00138990982312925,0,0,0.000109309400639215,0,0,0,0,0,8.93055322481666e-05,0,0.0223967953668049,0.00618265530708132,0.00927244742458037,0.0159792362426808
"AmPlaice","AmPlaice",0,0.6,-0.145061034378741,0.00154392373864034,4.9926588392277e-05,0.123878137042782,0,0,0,7.22495341638239e-05,3.60047512444305e-07,0.153810034612013,0,0,0,0,0,0,0,0,0,0,0,0.241667699268484,0.00313915370243685,0,0,0,0,0,0,0,0,0,0,0,0.0541230277629971,0,0,0,0.00149107797442214,0,0,0.00402594517081872,0,0.0197655307863335,0.000279551396362431,0,6.92044732589001e-05,0,0,0.0706547507496823,0.000693967795373518,0.00313561555160899,0.0204546806293198,0.000161539968653612,0.000285787527641987,0.000103876421463507,0,0,0,0,0,8.48668005915798e-05,0.0005303833860406,0.0212836127665996,0.00587536025891962,0.00881158117272096,0.015185024059259
"AtlMackerel","AtlMackerel",0,2.475,-3.36676744064198,0.0391303949802402,0.00406984042124992,0.00460667880524129,0,0,0,0.00714881800858802,0.0496754869968648,0.0159299470639625,0,0,0,0,0.144804990593416,0,0,0,0.108167905648047,0.0119263920813798,0.000495045467485379,0,0,0,0,0,0,0,0,0,1.1072224045315,0,0,0,0.200232581148238,0,0,0,0,0.0128479107085539,0,0.0406035004230423,0.00538218145724946,0.0228064791017569,0.00393024331497733,0,0,0,0.489060998325637,0.025160482107821,2.4339912835584,0.10487312003219,0.192246704103893,0,0,0.012616042601547,0,0,0,0,0,0.0027759410203322,0.0421599246504389,0.0895822928554721,0.463026225543415,0.140901013065282,0
"AtlHalibut","AtlHalibut",0,0.23,-0.194195125866118,0.0150384273684268,0.00292219150732166,0.016502011860475,0,0,0,2.32110315919537e-06,0,0.010090705846707,0,0,0,0,0,0,0,0,0,0,0,0.260342395763932,0.00327846557585875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000795467334484395,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000271127373872527,0,0,0,0,0,0.000217151080690962,0,0.0384370527351892,0.0348168481280152,0.0256220429873971,0.0158589172005887
"SummerFlounder","SummerFlounder",0,1.12,-0.191033452740706,0.000479575357933908,0.0181511738060161,0.0321034777190926,0,0,0,0,0.422912775902234,0.227008015108074,0,0,0,0,0,0,0,0,0,0,0,0.151271681586498,0.00196495047026763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00252003680180776,0,0,0,0,0,0,0,0.422482833588465,0,0,0,0,0,6.50213536998809e-05,0,0,0,0,0,5.31222984089894e-05,0,0.0133224584964601,0.00367767653262531,0.00551560140419336,0.0095050523149293
"Cusk","Cusk",0,0.52,0.177167948326366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251808302365578,0.0032708755330892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00419487760238285,0,0,0,0,0,0,0,0,0,0.0541295782389226,0,0,0,0.00010823517343738,0,0,0,0,0,8.84278910621906e-05,0,0.0221766931004283,0.00612189588043002,0.00918132337493028,0.0158222018967229
"OtherDemersals","OtherDemersals",0,0.7072,-0.87763953802059,0.0394155429872513,0.00657029462004958,0.0560383071552685,0,0.000807662170167207,0,0.000115609817862554,0.00220443210849309,0.0661596374399628,0,0,0,0,0,0,0,0,0,0,0,0.241076235255791,0.00313147085342177,0,0,0,0,0,0,0,0.174718424956726,0.00376800089995523,0,0,0.0438083370776126,0.167195333227786,0.0184118136196779,0,0.0135853055791939,0.00309716449080394,0.182296148006115,0.00401609196456559,0,0.0739665562849121,0.117754569273232,0,0.00203612026521575,4.98428730567327e-05,0.0258924166033056,0.0140543495931893,0.167055402659689,0.00565116164146399,0.0601883691890403,0.00321174509965498,0.00415639713985916,0.000103622191521943,0,0,0,0.000226392452797698,0,8.46590953062885e-05,0.020165265263621,0.021231522681538,0.00586098074454814,0.0087900154724873,0.0151478598238643
"HMS","HMS",0,0.5,0.489282638089457,0,0.000273154297595769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104442076129472,0,0,0,0,0
"OtherSkates","OtherSkates",0,0.47,0.0943782937454702,0.00053532279194568,1.19627127024508e-05,0.00451020331754766,0,0,0,1.38576681513018e-06,0,0.00618425353201384,0,0,0,0,0,0,0,0,0,0,0,0.248970108457943,0.00939186826783576,0,0,0,0,0,0,0,0,0,0,0,0.00748262566405035,0,0,0,0,0.00145695539364671,0,0.00655641730226867,0,0,0,0,0,0,0,0.0425202018289629,0,0,0.000872250500610541,0,0,0.000689875184698616,0,0,0,0,0,0.00136366264014558,0.000421972027011709,0.020812741831568,0.0424387762950862,0.0362547120130598,0.0454312719691833
"RedHake","RedHake",0,1.3,0.129982673950719,0.000799723792779402,0.000219380174083705,0.00927200470542468,0,0,0,0,0,0.0281936621229397,0,0,0,0,0,0,0,0,0,0,0,0.242693658583913,0.00315248044818454,0,0,0,0,0,0,0,0.477307318623812,0,0,0,0.130496728133358,0.000923883717149129,0.00785395043880533,0,4.06777910894594e-05,0,0,0.00404303663965759,0,0.0516498847054463,0.00713954913462435,0,0.000435028319007437,0,0.000849619924400124,0.0510700617575066,0.00786860937566045,0.0598286492779102,0.0167515594893916,0.000373277654422307,0.00011985425402271,0.000104317411229937,0,0,0,0,0,8.5227088229941e-05,0,0.0213739687423877,0.00590030310650491,0.0088489892492458,0.0152494895088651
"Barndoor","Barndoor",0,0.45,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fourspot","Fourspot",0,0.45,-0.253787154600047,0,0,0.00367653768454441,0,0,0,0,0,0.00779288347466901,0,0,0,0,0,0,0,0,0,0,0,0.229375999618753,0.00297949010410952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00382117759535961,0,0,0,0,0,0,0,0.0679855238797313,0,0,0.339422695032565,0,0,9.8593060148846e-05,0,0,0,0,0,8.05503063879155e-05,0,0.0202010859068657,0.00557652775521637,0.00836340663577558,0.0144126835459205
"SmoothDogfish","SmoothDogfish",0,0.45,0.44981746688784,0,0,2.28166390200067e-05,0,0,0,0,0,0.000159716473140047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pollock","Pollock",0,0.42,0.177244979842941,0.0590428535727693,4.85886435683233e-05,0.0474496918704866,0,0,0,0,4.52829417945372e-06,0.030965602735257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00589048011525865,0,0,0,0,0,0,0,0,0.0554350831299697,0.000252068091554755,0,0,0,0.0212809198325081,0.0446153277214064,0,0.0437023590779739,0.00110584972010298,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goosefish","Goosefish",0,0.4,0.0762432967078025,0.0148209390081385,0.000156422402417986,0.0458094354220713,0,0,0,1.05362416815257e-05,0,0.0838218847218808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521517686299388,0,0,0,0,0,0,0,0,0.0118997442420669,0,0,0,0,0,0.121053812375763,0,0.00398702437131274,0.00738205276024919,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SilverHake","SilverHake",0,0.735,-0.988514378399856,0.000232558708035018,6.54674974966073e-06,0.0088493611303065,0,0,0,0,0,0.0372502084833249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138268304965572,0.061115921094697,0,0,0.149822322672582,0.0387676698863025,0.00523722551846691,8.43339768566783e-05,0.00125568087507281,0.000820672605651612,0.00852528069554677,0,0,0.0267940911635003,0.0200483178827267,0,0.000167925496573196,0.000219118434832908,0.259469989170192,0.0412312432000416,0.472726656046917,0.362680138678148,0.0245380754918747,0.0457519335469442,0.000376328784012595,0,1.76642889786084e-05,0,0,0,0,0,0.00232117233959987,0,0,0,0
"WhiteHake","WhiteHake",0,0.38,0.129915856891698,0.0149458626300817,0.000360871737022765,0.0146274487231675,0,0,0,2.97265164823867e-08,0,0.0151971436384883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707541478458297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458135358528037,7.98049990806712e-05,0.0712487811186958,0.031567220379231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
