,Group,type,PB,M0,Fixed Gear,HMS Fleet,LG Mesh,Scallop Dredge,Trap,Other Dredge,Other,Pelagic,SM Mesh,Clam Dredge,M2.Phytoplankton,M2.Bacteria,M2.Microzooplankton,M2.GelZooplankton,M2.LgCopepods,M2.SmCopepods,M2.Micronekton,M2.Illex,M2.Loligo,M2.OtherCephalopods,M2.Macrobenthos,M2.AmLobster,M2.OceanPout,M2.SmPelagics,M2.SmFlatfishes,M2.NShrimp,M2.OtherShrimps,M2.RiverHerring,M2.AtlScallop,M2.OtherPelagics,M2.AtlHerring,M2.Mesopelagics,M2.YTFlounder,M2.Cod,M2.Haddock,M2.AmPlaice,M2.AtlMackerel,M2.AtlHalibut,M2.SummerFlounder,M2.Cusk,M2.OtherDemersals,M2.HMS,M2.OtherSkates,M2.RedHake,M2.Barndoor,M2.Fourspot,M2.SmoothDogfish,M2.Pollock,M2.Goosefish,M2.SilverHake,M2.WhiteHake,M2.SpinyDogfish,M2.Redfish,M2.LittleSkate,M2.SeaBirds,M2.Windowpane,M2.WinterFlounder,M2.WitchFlounder,M2.BlackSeaBass,M2.Butterfish,M2.Sharks,M2.WinterSkate,M2.Pinnipeds,M2.BaleenWhales,M2.Odontocetes,M2.Megabenthos
Macrobenthos,Macrobenthos,0,2.4,0.257194793,0,0,2.34E-07,0,2.20E-06,0.00030908,0,0,2.41E-08,0,0,0,0,0,0.047033636,0,0,0.019318081,0.002129976,4.42E-06,1.729184739,0.014002655,0.004000308,3.81E-05,3.13E-07,0.001393546,0.002211014,0.000710583,0,5.02E-06,0.001824124,0,0.001821318,0.006052813,0.047163279,0.031424241,0.000388897,1.34E-06,0,0.000194171,0.004312149,0,0.014111797,0.000712819,0,4.79E-06,1.12E-05,0.001843963,5.87E-05,0.000597925,0.000538625,0.002269616,0.000460103,0.000362461,0,1.31E-05,0.001448326,0.002643192,3.32E-06,0.000324856,7.07E-07,0.000585585,5.72E-05,0,2.56E-05,0.203205067
AmLobster,AmLobster,0,2.3,-1.583423275,2.43E-05,0,0.002484581,0,1.504248485,0,0,0,0.003938487,0,0,0,0,0,0,0,0,0,0,0,0.976137015,0.0150936,0,0,0,0,0,0,0,0,0,0,0,0.324291281,0.038077342,0,0.000606965,0.004298749,0,0,0.010404824,0,0.022633188,0.004265968,0,0,0.016100481,0,0.03688702,0.001770616,0.022326403,0.455455523,0,0.008965549,0,0,0.001250426,0,0.000686799,0,0,0.005953959,0,0,0,0.219036757
OceanPout,OceanPout,0,1.84,-3.52578432,0,0,0.013327877,0,0,0,0,0,0.173090867,0,0,0,0,0,0,0,0,0,0,0,0.239415699,0.001036634,0,0,0,0,0,0,0,0.019242834,0,0,0,1.280968561,0.025003682,0,0,0.051614405,0,0,0.003988429,0,1.7625135,0.054096991,0,0,0,0,0.307274025,0,0.056081572,1.322676688,0,0.001263237,0.000102908,0.000549418,0,0,0,0,2.80E-05,0.002830088,0.02108528,0.00582061,0.00872947,0.015043521
SmPelagics,SmPelagics,0,1.61,-26.71967222,0,0,0,0,0,0,0,0,2.08E-06,0,0,0,0,0.694068385,0,0,0,0.426575513,0.047033423,9.76E-05,0,0,0.003046038,0,0,0,0,0,0,0.042568367,0.010580348,0,0.064712786,5.79008157,1.520740982,0,0.115028389,0.00814463,0.005020585,0,0.005726705,0.070713584,0.724863916,0.114052545,0,0.000951713,0,2.680089482,0.326444983,3.763362331,5.787042938,4.209980731,0,0.021482797,0.040083514,0.009348442,0.00286529,0,0,0,0.001110201,0.318513699,0.571113238,0.817231604,0.136993798,0
SmFlatfishes,SmFlatfishes,0,1.61,-1506.017347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020.052352,0,0,0,0,0,0,0,0,0,27.54026891,0,2.342870024,0,0,374.8478807,0,82.8439748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NShrimp,NShrimp,0,1.45,-2.384143916,7.45E-05,0,0.040621471,0,0.00786356,0,0,0,0.445301391,0,0,0,0,0,0,0,0,0.640105281,0.070576818,0.000146477,0,0,0,0,0,0.003650566,0.005792026,0,0,0,0,0,0,0.447210146,0.107026538,0.213775197,0,0.008639781,0,0,0.026924046,0,0.396270553,0.049352329,0,0.00040404,0,0.27675953,0.022796558,0.102694888,0.562784319,0.112864605,0.206875863,0.003359008,0.001647441,0.000162922,0,0,0,0,0,0.000411048,0.003900144,0,0.000319266,0
OtherShrimps,OtherShrimps,0,2,-18.41422367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.642503309,0.07084122,0.000147025,0,0,0.00033461,0,0,0.003664242,0.005813725,0.024167186,0,0,0.853822025,0,0.004132278,0.952646815,0.558881328,0.443505186,0.047469448,0.007332664,4.44E-05,0.095907522,0.027024911,0,1.678916156,0.513391866,0,0.010066336,0,8.159939571,0.01668187,1.625491911,2.627299108,0.54068827,1.404084045,0.043746661,0.001653613,0.008014963,0.000890005,0.004513452,0.00101891,0,0,0.03535382,0.003914755,0,0.000320462,0
RiverHerring,RiverHerring,0,1.3,-9.860637959,0.015412519,0,0,0,0.002001626,0,0.298573085,0.022186021,0,0,0,0,0,0.526958764,0,0,0,0.311129825,0.034304596,7.12E-05,0,0,0,0,0,0,0,0,0,0.102409578,0,0,0,1.386792398,0.249929729,0,0,0.005847377,0,0,0.004860951,0.060023219,0,0,0,0,0,2.043907187,0.403231273,0.987455501,2.124426788,1.066396609,0,0,0.031148002,0,0,0,0,0,0.00063189,0.006262472,0.484773263,0.693683854,0.116283297,0
AtlScallop,AtlScallop,0,1.2,0.541970274,9.66E-06,0,0.012662258,0.008612126,0.002324606,0,0,0,0.007588268,0,0,0,0,0,0,0,0,0,0,0,0.553429838,0.004287305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00689873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062216931
OtherPelagics,OtherPelagics,0,1.17,-163.3172946,0.431492099,0.004900321,4.131643774,0,0,0,0,112.7525939,0.299790472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443003692,0,0,0,2.531644079,0,0,0,0,0.24471655,0,0,0,0.431036895,0.606832938,0,0,0,6.704318663,0,21.33095853,6.296459502,8.167764081,0,0.093692085,0.001704778,0,0,0,0,0,0.014742246,0,0,0,0,0
AtlHerring,AtlHerring,0,1.1,-15.61446683,0.030374885,0.000698457,0.013188967,0,0,0,0.469879746,1.342068083,0,0,0,0,0,0.173153864,0,0,0,0.129344236,0.014261255,2.96E-05,0,0,0,0,0,0,0,0,0,0.013944421,0.004380773,0,0,2.770954111,0.408190265,0,0.000123906,0.005161408,0,0,0.04855256,0.006435866,0.676885861,0.051725113,0,0,0,1.415178979,0.165751801,2.093048088,3.209335498,1.880109435,0.053446788,0.001628845,0.01508592,2.34E-05,0,0,0,0,0.001106465,0.013504982,0.107120066,0.55367415,0.168485594,0
Mesopelagics,Mesopelagics,0,1.1,-97.50737166,0,0,0,0,0,0,0,0,0,0,0,0,0,1.032346857,0,0,0,0.609523779,0.067204958,0.000139479,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05137082,2.275076292,0,0,0,0,0,0.009522923,0.117589432,3.881832746,0.029428591,0,0,0,82.00914876,0,0.158719652,4.58151278,0.494907794,0.66761347,0,0.061020983,0.022692854,0,0,0,0,0.001237915,0,0.949702688,1.358972266,0.227806623,0
YTFlounder,YTFlounder,0,0.92,-0.494355538,0.004815627,0.000560509,0.357121022,0,8.02E-07,0.000105883,0.000155615,0,0.364206742,0,0,0,0,0,0,0,0,0,0,0,0.239544854,0.001037193,0,0,0,0,0,0,0,0,0,0,0,0.083879251,0,0,0,0,0,0,0.003990581,0,0.00159809,6.14E-05,0,0,0,0,0.124288568,0,0.00166582,0.180190321,0,2.41E-05,0.000102964,0,0,0,0,0,2.80E-05,0.000271879,0.021096654,0.00582375,0.008734179,0.015051637
Cod,Cod,0,0.87,0.400615677,0.02408087,0.00042412,0.030279357,0,6.09E-06,1.34E-07,5.30E-06,4.13E-05,0.033182916,0,0,0,0,0,0,0,0,0,0,0,0.255754509,0.001073564,0,0,0,0,0,0,0,0,0,0,0,0.013640536,0,0,0,0.000203244,0,0,0.000781449,0,0,0.000222838,0,0,0,0,0.006937368,0.000185085,0.005586577,0.007415011,0,0,0.000266349,0,0,0,0,0,7.11E-05,0,0.037759695,0.034203288,0.025170518,0.015579443
Haddock,Haddock,0,0.7,0.185154039,0.007536752,0.000222388,0.030002733,0,0,0,9.20E-06,6.14E-06,0.01676699,0,0,0,0,0,0,0,0,0,0,0,0.254307484,0.001101113,0,0,0,0,0,0,0,0,0,0,0,0.004586987,0,0,0,0.000428298,0,0,0.004236511,0,0.01589831,0.000349727,0,6.31E-05,0,0.004195614,0.04032395,0.002768551,0.033736077,0.005559639,0,0,0.000109309,0,0,0,0,0,2.98E-05,0,0.022396795,0.006182655,0.009272447,0.015979236
AmPlaice,AmPlaice,0,0.6,-0.350995758,0.001543924,4.99E-05,0.123878137,0,0,0,7.22E-05,3.60E-07,0.153810035,0,0,0,0,0,0,0,0,0,0,0,0.241667699,0.001046385,0,0,0,0,0,0,0,0,0,0,0,0.135307569,0,0,0,0.001491078,0,0,0.004025945,0,0.056472945,0.000279551,0,6.92E-05,0,0,0.088318438,0.000462645,0.008361641,0.081818723,0.000215387,0.000285788,0.000103876,0,0,0,0,0,2.83E-05,0.000530383,0.021283613,0.00587536,0.008811581,0.015185024
AtlMackerel,AtlMackerel,0,0.55,-6.379728243,0.046956474,0.004883809,0.005528015,0,0,0,0.008578582,0.059610584,0.019115936,0,0,0,0,0.173765989,0,0,0,0.129801487,0.01431167,2.97E-05,0,0,0,0,0,0,0,0,0,0.013286669,0,0,0,0.600697743,0,0,0,0,0.007708746,0,0.048724201,0.006458618,0.078193643,0.004716292,0,0,0,1.564995195,0.037740723,1.947193027,0.335593984,0.92278418,0,0,0.015139251,0,0,0,0,0,0.001110376,0.05059191,0.107498751,0.555631471,0.169081216,0
AtlHalibut,AtlHalibut,0,0.23,-0.191864715,0.015038427,0.002922192,0.016502012,0,0,0,2.32E-06,0,0.010090706,0,0,0,0,0,0,0,0,0,0,0,0.260342396,0.001092822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000795467,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000271127,0,0,0,0,0,7.24E-05,0,0.038437053,0.034816848,0.025622043,0.015858917
SummerFlounder,SummerFlounder,0,1.12,-0.654410475,0.000959151,0.036302348,0.064206955,0,0,0,0,0.845825552,0.45401603,0,0,0,0,0,0,0,0,0,0,0,0.302543363,0.001309967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005040074,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000130043,0,0,0,0,0,3.54E-05,0,0.026644917,0.007355353,0.011031203,0.019010105
Cusk,Cusk,0,0.52,0.209466703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251808302,0.001090292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004194878,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000108235,0,0,0,0,0,2.95E-05,0,0.022176693,0.006121896,0.009181323,0.015822202
OtherDemersals,OtherDemersals,0,0.52,-7.694311008,0.039415543,0.006570295,0.056038307,0,0.000807662,0,0.00011561,0.002204432,0.066159637,0,0,0,0,0,0,0,0,0,0,0,0.241076235,0.001043824,0,0,0,0,0,0,0,0.007442443,0.0007536,0,0,1.107219675,0.167195333,0.018411814,0,0.013585306,0.001548582,0.790557437,0.004016092,0,2.248585974,0.117754569,0,0.00203612,4.98E-05,0.069046444,0.666155527,0.111370268,1.402710368,0.992447466,0.004282327,0.004156397,0.000103622,0,0,0,0.000226392,0,2.82E-05,0.020165265,0.021231523,0.005860981,0.008790015,0.01514786
HMS,HMS,0,0.5,0.496245443,0,0.000273154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003481403,0,0,0,0,0
OtherSkates,OtherSkates,0,0.47,0.351708585,0.000187363,4.19E-06,0.001578571,0,0,0,4.85E-07,0,0.002164489,0,0,0,0,0,0,0,0,0,0,0,0.068163188,0.001095718,0,0,0,0,0,0,0,0,0,0,0,0.006547297,0,0,0,0,0.000254967,0,0.002294746,0,0,0,0,0,0,0,0.018602588,0,0,0.001221151,0,0,0.000241456,0,0,0,0,0,0.000159094,0.00014769,0.00728446,0.014853572,0.012689149,0.015900945
RedHake,RedHake,0,0.45,-0.698645114,0.000799724,0.00021938,0.009272005,0,0,0,0,0,0.028193662,0,0,0,0,0,0,0,0,0,0,0,0.242693659,0.001050827,0,0,0,0,0,0,0,0.004773073,0,0,0,0.32624182,0.000923884,0.00785395,0,4.07E-05,0,0,0.004043037,0,0.147571099,0.007139549,0,0.000435028,0,0.002265653,0.063837577,0.00524574,0.159543065,0.067006238,0.000497704,0.000119854,0.000104317,0,0,0,0,0,2.84E-05,0,0.021373969,0.005900303,0.008848989,0.01524949
Barndoor,Barndoor,0,0.45,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fourspot,Fourspot,0,0.45,-1.287011594,0,0,0.003676538,0,0,0,0,0,0.007792883,0,0,0,0,0,0,0,0,0,0,0,0.229376,0.000993163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003821178,0,0,0,0,0,0,0,0.084981905,0,0,1.35769078,0,0,9.86E-05,0,0,0,0,0,2.69E-05,0,0.020201086,0.005576528,0.008363407,0.014412684
SmoothDogfish,SmoothDogfish,0,0.45,0.449817467,0,0,2.28E-05,0,0,0,0,0,0.000159716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pollock,Pollock,0,0.42,0.309060878,0.04428214,3.64E-05,0.035587269,0,0,0,0,3.40E-06,0.023224202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005506441,0,0,0,0,0,0,0,0,0,0.000189051,0,0,0,0.04256184,0.001487387,0,0.005022155,0.003317549,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goosefish,Goosefish,0,0.4,0.02152455,0.014820939,0.000156422,0.045809435,0,0,0,1.05E-05,0,0.083821885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130379422,0,0,0,0,0,0,0,0,0.033999269,0,0,0,0,0,0.029317265,0,0.010632065,0.029528211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SilverHake,SilverHake,0,0.4,-5.180627376,0.000465117,1.31E-05,0.017698722,0,0,0,0,0,0.074500417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002765366,0.024446368,0,0,0.749111613,0.07753534,0.010474451,0.000140557,0.002511362,0.000820673,0.017050561,0,0,0.153109092,0.040096636,0,0.000335851,0.000438237,1.383839942,0.103078108,0.630302208,1.934294073,0.196304604,0.122005156,0.000752658,0,2.36E-05,0,0,0,0,0,0.004642345,0,0,0,0
WhiteHake,WhiteHake,0,0.38,0.282488766,0.011209397,0.000270654,0.010970587,0,0,0,2.23E-08,0,0.011397858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010076341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012591242,3.99E-05,0.049497562,0.002340696,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SpinyDogfish,SpinyDogfish,0,0.32,0.143109906,0.008804437,0.001769868,0.011267314,0,0,0,0,0,0.024948941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003814414,0,0,0,0,0,0,0,0,0,5.11E-06,0,0,0,0,0.007615213,0,0,0.00304757,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Redfish,Redfish,0,0.3,-1.301641571,0.000862032,3.35E-06,0.091843681,0,0,0,9.72E-06,0,0.045689927,0,0,0,0,0,0,0,0,0,0,0,0.25107744,0.001087127,0,0,0,0,0,0,0,0,0,0,0,0.14816545,0.036830361,0.01331432,0,0.000926397,0,0.128075135,0.004182702,0,0.156789132,0.000548921,0,6.80E-05,0,0.030005939,0.141891519,0.011516787,0.32937977,0.06437586,0.004533395,9.01E-05,0.000107921,0,0,0,0,0,2.94E-05,0,0.022112326,0.006104127,0.009154675,0.015776279
LittleSkate,LittleSkate,0,0.3,-0.029967985,0.000147384,3.96E-07,0.002028306,0,0,0,4.76E-07,0,0.012653295,0,0,0,0,0,0,0,0,0,0,0,0.250326959,0.001083878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041702,0,0.00405908,0,0,0,0,0,0,0,0,0,0,0,0.000107598,0,0,0,0.002372564,0,2.93E-05,0,0.022046232,0.006085882,0.009127311,0.015729123
SeaBirds,SeaBirds,0,0.28,0.253483286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008474015,0,0,0,0.000526265,0,0,0,0,0,0,0,0,0,0,0,0,0.017516433,0,0,0,0,0
Windowpane,Windowpane,0,0.25,-1.495151062,0.000374679,2.86E-05,0.061090125,0,0,4.29E-05,0,0,0.110269826,0,0,0,0,0,0,0,0,0,0,0,0.243804385,0.001055636,0,0,0,0,0,0,0,0,0,0,0,0.038993016,0,0,0,0,0,0,0.00406154,0,0.800007274,0,0,0,0,0,0.083688423,0,0,0.349993522,0,0,0.000104795,0,0,0,0,0,2.85E-05,0,0.02147179,0.005927307,0.008889488,0.015319281
WinterFlounder,WinterFlounder,0,0.17,-1.295551358,0.004217441,0.001934774,0.129301904,0,0,4.45E-05,6.66E-05,0,0.211595379,0,0,0,0,0,0,0,0,0,0,0,0.241437841,0.001045389,0,0,0,0,0,0,0,0.006888447,0,0,0,0.411767632,0,0,0,0,0,0,0.004022116,0,0,0,0,0,0,0,0.043074216,0,0.111892508,0.245361247,0,0.001662378,0.000103778,0,0,0,0,0,2.83E-05,0,0.021263369,0.005869772,0.0088032,0.015170581
WitchFlounder,WitchFlounder,0,0.16,-0.696558997,0.000545156,4.57E-06,0.140405927,0,0,0,2.96E-05,0,0.176006751,0,0,0,0,0,0,0,0,0,0,0,0.242594544,0.001050398,0,0,0,0,0,0,0,0,0,0,0,0.065520164,0,0,0,0.004748937,0,0,0.004041385,0,0.087649301,0.000349747,0,0,0,0.004023443,0.031062357,0.000259415,0.037889494,0.008630173,0,0,0.000104275,0,0,0,0,0,2.84E-05,0.000263184,0.02136524,0.005897893,0.008845375,0.015243262
BlackSeaBass,BlackSeaBass,0,0.15,-1.487976623,0.005308833,0.000149723,0.003702586,0,0,0,0,0,0.01403151,0,0,0,0,0,0,0,0,0,0,0,0.079516167,0.001278216,0,0,0,0,0,0,0,0,0,0,0,0.311337644,0,0,0,0,0,0,0.002676949,0,0,0,0,0,0,0,0.081855201,0.173148344,0,0.89657019,0,0.008756801,0.000281672,0,0,0,0,0,0.000185592,0,0.008497729,0.017327521,0.014802602,0.018549341
Butterfish,Butterfish,0,1.312,-6.075027081,0.001312524,6.21E-05,0.018189552,0,0,0,0,2.52E-05,0.020754789,0,0,0,0,0.175378161,0,0,0,0.131005763,0.014444452,3.00E-05,0,0,0,0,0,0,0,0,0,0.113436053,0,0,0,0.521057094,0.468675458,0,0.088291645,0,0.056841715,0,0.049176256,0.00651854,0,0,0,0.000737075,0.024839864,1.381993637,0.115231691,1.495536855,0,1.847155794,0,0,0.015279711,0,0,0,0,0,0.001120678,0,0.108496107,0.560786527,0.170649923,0
Sharks,Sharks,0,0.15,-2.938381177,0.106173758,0.002124254,0.137387268,0,0,0,0,0,0.006027333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.623637708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192318858,0,0,0,0,0,0,0,0,0.020711999,0,0,0,0,0
WinterSkate,WinterSkate,0,0.14,-0.170741813,0.000238141,1.23E-06,0.001263363,0,0,0,0,0,0.008028672,0,0,0,0,0,0,0,0,0,0,0,0.244248467,0.001057559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004068938,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000104986,0,0,0,0,0,2.86E-05,0,0.0215109,0.005938103,0.00890568,0.015347185
Pinnipeds,Pinnipeds,0,0.07,0.069026865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000973135,0,0,0,0,0
