"","Rpred","Rprey","preyper"
"171","Goosefish","WinterFlounder",0.006132419291426
"172","Goosefish","YTFlounder",0.00650220937696705
"173","Goosefish","WitchFlounder",0.00774798274466964
"174","Goosefish","Goosefish",0.0120152727334852
"175","Goosefish","SpinyDogfish",0.0159777562945281
"176","Goosefish","RiverHerring",0.0169075946713328
"177","Goosefish","OceanPout",0.0174624585717427
"178","Goosefish","OtherCephalopods",0.0185032518514195
"179","Goosefish","Cod",0.0200090671134552
"180","Goosefish","Illex",0.0244813818833211
"181","Goosefish","OtherSkates",0.0275621972094734
"182","Goosefish","WhiteHake",0.0331796545328524
"183","Goosefish","RedHake",0.039273769756931
"184","Goosefish","SmPelagics",0.0526986805087776
"185","Goosefish","AmPlaice",0.0617622828799949
"186","Goosefish","Haddock",0.0706841189771807
"187","Goosefish","AtlHerring",0.073856563942368
"188","Goosefish","Redfish",0.0894374856870812
"189","Goosefish","SilverHake",0.151834773317617
"190","Goosefish","OtherDemersals",0.21568815504155
"191","Haddock","RedHake",0.000108084513949179
"192","Haddock","OceanPout",0.000270211284872948
"193","Haddock","Mesopelagics",0.000330701765691097
"194","Haddock","LgCopepods",0.000400219759890228
"195","Haddock","AmLobster",0.000878186675837081
"196","Haddock","RiverHerring",0.00199280822593799
"197","Haddock","NShrimp",0.00216691026971408
"198","Haddock","Butterfish",0.00222924310020182
"199","Haddock","Redfish",0.00441457686661179
"200","Haddock","GelZooplankton",0.00441833955875364
"201","Haddock","OtherCephalopods",0.00839319238974333
"202","Haddock","OtherDemersals",0.0102942516021358
"203","Haddock","SilverHake",0.0217182320216632
"204","Haddock","OtherShrimps",0.0263040049325056
"205","Haddock","Megabenthos",0.0284599114617598
"206","Haddock","AtlHerring",0.0345870444637373
"207","Haddock","SmPelagics",0.0466836667476314
"208","Haddock","Micronekton",0.0576552551352086
"209","Haddock","Macrobenthos",0.748695159224155
"210","LittleSkate","YTFlounder",1.96892910542601e-05
"211","LittleSkate","BlackSeaBass",0.000344562593449552
"212","LittleSkate","LgCopepods",0.000750151547876599
"213","LittleSkate","Redfish",0.000886018097441705
"214","LittleSkate","GelZooplankton",0.000918833582532138
"215","LittleSkate","OceanPout",0.00111982842871104
"216","LittleSkate","RedHake",0.00115018275241969
"217","LittleSkate","AmPlaice",0.00311747108359118
"218","LittleSkate","WinterFlounder",0.00369174207267377
"219","LittleSkate","NShrimp",0.0055786324653737
"220","LittleSkate","OtherCephalopods",0.00700528567968029
"221","LittleSkate","OtherPelagics",0.00820387127260838
"222","LittleSkate","Loligo",0.00957391777513398
"223","LittleSkate","AtlHerring",0.0113213423561996
"224","LittleSkate","AmLobster",0.0169615038561178
"225","LittleSkate","SilverHake",0.0172937606426585
"226","LittleSkate","OtherDemersals",0.0209920523878337
"227","LittleSkate","SmPelagics",0.0540963271715796
"228","LittleSkate","Micronekton",0.0664552653340795
"229","LittleSkate","Megabenthos",0.129638779073028
"230","LittleSkate","OtherShrimps",0.168894077878903
"231","LittleSkate","Macrobenthos",0.471986704657054
"232","Mesopelagics","LgCopepods",1
"233","OceanPout","LgCopepods",1.26328839519221e-06
"234","OceanPout","OtherShrimps",0.000208182357260139
"235","OceanPout","GelZooplankton",0.000247786685020276
"236","OceanPout","SmPelagics",0.00123608274623208
"237","OceanPout","Micronekton",0.00148460043521137
"238","OceanPout","Megabenthos",0.157368142931212
"239","OceanPout","Macrobenthos",0.839453941556669
"240","OtherPelagics","Megabenthos",1.55404448711352e-06
"241","OtherPelagics","LgCopepods",0.000147634226275784
"242","OtherPelagics","OtherCephalopods",0.00417865295423857
"243","OtherPelagics","Macrobenthos",0.0113697348109419
"244","OtherPelagics","Loligo",0.0249484575245107
"245","OtherPelagics","WinterFlounder",0.0265914278906091
"246","OtherPelagics","OceanPout",0.0296520321721743
"247","OtherPelagics","AtlMackerel",0.0320996522393781
"248","OtherPelagics","OtherDemersals",0.0653389371026395
"249","OtherPelagics","OtherPelagics",0.0674282635797588
"250","OtherPelagics","Butterfish",0.0769346990506515
"251","OtherPelagics","RedHake",0.0796214692972611
"252","OtherPelagics","SilverHake",0.110449395131351
"253","OtherPelagics","RiverHerring",0.116432466406738
"254","OtherPelagics","AtlHerring",0.168475689564073
"255","OtherPelagics","SmPelagics",0.186329934004911
"256","OtherSkates","YTFlounder",1.77444860867951e-05
"257","OtherSkates","LittleSkate",6.65418228254818e-05
"258","OtherSkates","GelZooplankton",0.00011712409355099
"259","OtherSkates","OtherPelagics",0.000513541558702839
"260","OtherSkates","AmLobster",0.00058261062651644
"261","OtherSkates","Mesopelagics",0.000629781385363837
"262","OtherSkates","LgCopepods",0.000891956436152085
"263","OtherSkates","AtlMackerel",0.00147870717389959
"264","OtherSkates","Windowpane",0.00199491040551545
"265","OtherSkates","Goosefish",0.00295741434779919
"266","OtherSkates","WitchFlounder",0.00464018311169693
"267","OtherSkates","Haddock",0.00591482869559838
"268","OtherSkates","Illex",0.00634822432547586
"269","OtherSkates","Loligo",0.00794469036158782
"270","OtherSkates","AmPlaice",0.00838194514833333
"271","OtherSkates","NShrimp",0.00895475490370116
"272","OtherSkates","RedHake",0.0192690331830856
"273","OtherSkates","Redfish",0.0209754612617657
"274","OtherSkates","OceanPout",0.0212590772977197
"275","OtherSkates","SmPelagics",0.024835827981118
"276","OtherSkates","OtherCephalopods",0.0418217829931971
"277","OtherSkates","SilverHake",0.0478672202474932
"278","OtherSkates","Megabenthos",0.0524860949199584
"279","OtherSkates","AtlHerring",0.0640145509517775
"280","OtherSkates","OtherShrimps",0.0881949538077218
"281","OtherSkates","OtherDemersals",0.154522802596879
"282","OtherSkates","Micronekton",0.163286109820487
"283","OtherSkates","Macrobenthos",0.25003212605599
"284","Pollock","SeaBirds",3.35449052411401e-07
"285","Pollock","WitchFlounder",0.0001265122140523
"286","Pollock","RedHake",0.000175711408405972
"287","Pollock","LgCopepods",0.000306218021984271
"288","Pollock","Haddock",0.000927117285807509
"289","Pollock","Megabenthos",0.00136276976230352
"290","Pollock","Redfish",0.00238424407442503
"291","Pollock","OtherDemersals",0.00281820333189458
"292","Pollock","NShrimp",0.00371460306875984
"293","Pollock","Butterfish",0.0043576429284681
"294","Pollock","OtherPelagics",0.00474420802696124
"295","Pollock","GelZooplankton",0.00511756282229513
"296","Pollock","OtherCephalopods",0.00597252661430538
"297","Pollock","Illex",0.00625532613925259
"298","Pollock","Mesopelagics",0.00790247682917897
"299","Pollock","Loligo",0.00889585328971994
"300","Pollock","Pollock",0.010640459916254
"301","Pollock","RiverHerring",0.0108036159458412
"302","Pollock","AtlMackerel",0.0175780894281114
"303","Pollock","Macrobenthos",0.0194050015146699
"304","Pollock","SmPelagics",0.0545405336414544
"305","Pollock","AtlHerring",0.0794918411628616
"306","Pollock","Micronekton",0.240921058258064
"307","Pollock","OtherShrimps",0.254594840351133
"308","Pollock","SilverHake",0.256963248514744
"309","RedHake","YTFlounder",5.55696885925843e-06
"310","RedHake","GelZooplankton",1.29985921267841e-05
"311","RedHake","SpinyDogfish",1.85232295308614e-05
"312","RedHake","Mesopelagics",3.8898782014809e-05
"313","RedHake","SeaBirds",7.40929181234457e-05
"314","RedHake","WitchFlounder",0.000150853181299335
"315","RedHake","AmPlaice",0.000338048938938221
"316","RedHake","SmFlatfishes",0.000343521711299612
"317","RedHake","Redfish",0.000598300313846824
"318","RedHake","Pollock",0.00064831303358015
"319","RedHake","AtlMackerel",0.00072664945519612
"320","RedHake","AmLobster",0.000894671986340607
"321","RedHake","Haddock",0.00106006758675163
"322","RedHake","Cod",0.00111139377185169
"323","RedHake","Illex",0.00148222882705953
"324","RedHake","LgCopepods",0.00388614156090554
"325","RedHake","OceanPout",0.00531616687535723
"326","RedHake","OtherPelagics",0.00589038699081393
"327","RedHake","RedHake",0.00759526503683442
"328","RedHake","NShrimp",0.00908621662107303
"329","RedHake","Loligo",0.0104841479144676
"330","RedHake","OtherCephalopods",0.011614031237251
"331","RedHake","SmPelagics",0.0318376258818472
"332","RedHake","AtlHerring",0.0398545806586014
"333","RedHake","Megabenthos",0.0448515724187684
"334","RedHake","OtherDemersals",0.0659286800969017
"335","RedHake","SilverHake",0.102131261235517
"336","RedHake","Macrobenthos",0.102897892576477
"337","RedHake","OtherShrimps",0.219723873274383
"338","RedHake","Micronekton",0.331398038323983
"339","Redfish","AmPlaice",7.9653761617816e-05
"340","Redfish","RedHake",0.000161924484602952
"341","Redfish","Mesopelagics",0.000269874141004921
"342","Redfish","OtherDemersals",0.000733239863106097
"343","Redfish","Redfish",0.0015111316295421
"344","Redfish","Megabenthos",0.00183448991849163
"345","Redfish","OtherCephalopods",0.00212300990923871
"346","Redfish","GelZooplankton",0.00468812272946912
"347","Redfish","LgCopepods",0.00657970002458799
"348","Redfish","NShrimp",0.0116480950459433
"349","Redfish","AtlHerring",0.0125941265802296
"350","Redfish","Macrobenthos",0.020311934925461
"351","Redfish","SilverHake",0.0950382854087835
"352","Redfish","OtherShrimps",0.183776939634111
"353","Redfish","Micronekton",0.658649471943811
"354","RiverHerring","Megabenthos",0.0134695107790674
"355","RiverHerring","GelZooplankton",0.0149584368911091
"356","RiverHerring","OtherShrimps",0.0151758464561417
"357","RiverHerring","Macrobenthos",0.150501376103724
"358","RiverHerring","LgCopepods",0.280330297834634
"359","RiverHerring","Micronekton",0.525564531935324
"360","SilverHake","WitchFlounder",1.43556803152774e-05
"361","SilverHake","WhiteHake",2.33279805123258e-05
"362","SilverHake","Mesopelagics",2.69169005911452e-05
"363","SilverHake","AmLobster",4.76429140463269e-05
"364","SilverHake","AmPlaice",7.17784015763871e-05
"365","SilverHake","GelZooplankton",7.17784015763871e-05
"366","SilverHake","BlackSeaBass",9.69008421281225e-05
"367","SilverHake","Cod",0.000118434362601039
"368","SilverHake","LgCopepods",0.000385921633190102
"369","SilverHake","RedHake",0.000715989555724461
"370","SilverHake","Haddock",0.00107667602364581
"371","SilverHake","Illex",0.00123817742719268
"372","SilverHake","Megabenthos",0.0013933199168908
"373","SilverHake","Redfish",0.00161052788537019
"374","SilverHake","NShrimp",0.00242578370782017
"375","SilverHake","OtherCephalopods",0.00407352216909848
"376","SilverHake","Loligo",0.00626878301494685
"377","SilverHake","OtherDemersals",0.00800006827300546
"378","SilverHake","Butterfish",0.00829919823626581
"379","SilverHake","RiverHerring",0.00918584094173814
"380","SilverHake","Macrobenthos",0.0110739277493677
"381","SilverHake","OtherPelagics",0.0265651864234209
"382","SilverHake","AtlMackerel",0.0384911678453376
"383","SilverHake","OtherShrimps",0.0892567129974378
"384","SilverHake","SmPelagics",0.13478437317757
"385","SilverHake","SilverHake",0.205981113745933
"386","SilverHake","AtlHerring",0.206911112074153
"387","SilverHake","Micronekton",0.241791461718544
"388","SmFlatfishes","Micronekton",0.32832583972494
"389","SmFlatfishes","Macrobenthos",0.67167416027506
"390","SmoothDogfish","OtherDemersals",0.00138312586445367
"391","SmoothDogfish","Loligo",0.00345781466113416
"392","SmoothDogfish","Butterfish",0.0532503457814661
"393","SmoothDogfish","SilverHake",0.0553250345781466
"394","SmoothDogfish","OtherCephalopods",0.0622406639004149
"395","SmoothDogfish","Macrobenthos",0.0802213001383126
"396","SmoothDogfish","AmLobster",0.167358229598893
"397","SmoothDogfish","Megabenthos",0.576763485477178
"398","SpinyDogfish","LgCopepods",3.91279249852428e-05
"399","SpinyDogfish","Mesopelagics",7.7718272983446e-05
"400","SpinyDogfish","Sharks",0.000168952767355317
"401","SpinyDogfish","Odontocetes",0.000253429151032976
"402","SpinyDogfish","OtherSkates",0.000371696088181699
"403","SpinyDogfish","WitchFlounder",0.000442233868552544
"404","SpinyDogfish","BlackSeaBass",0.000464620110227123
"405","SpinyDogfish","Windowpane",0.000844763836776587
"406","SpinyDogfish","WhiteHake",0.00126714575516488
"407","SpinyDogfish","SpinyDogfish",0.00131360776618759
"408","SpinyDogfish","Pollock",0.00135162213884254
"409","SpinyDogfish","YTFlounder",0.0019365980567966
"410","SpinyDogfish","Haddock",0.00200209029316051
"411","SpinyDogfish","Fourspot",0.00217695640737327
"412","SpinyDogfish","NShrimp",0.0024686840788972
"413","SpinyDogfish","Goosefish",0.0024861399716335
"414","SpinyDogfish","Cod",0.00439361671507503
"415","SpinyDogfish","WinterFlounder",0.00717626879341711
"416","SpinyDogfish","Redfish",0.00833612954131136
"417","SpinyDogfish","RedHake",0.00846875746368529
"418","SpinyDogfish","Illex",0.00895906607422166
"419","SpinyDogfish","RiverHerring",0.00918596196110861
"420","SpinyDogfish","OtherPelagics",0.00941911678005895
"421","SpinyDogfish","Butterfish",0.00949176647002174
"422","SpinyDogfish","AmLobster",0.0113481350013383
"423","SpinyDogfish","AmPlaice",0.0117544664068278
"424","SpinyDogfish","Loligo",0.0119929109833306
"425","SpinyDogfish","OceanPout",0.015442282936276
"426","SpinyDogfish","AtlMackerel",0.0168910529163479
"427","SpinyDogfish","OtherCephalopods",0.0176453732648907
"428","SpinyDogfish","Megabenthos",0.0184159130790996
"429","SpinyDogfish","OtherShrimps",0.0274920752477922
"430","SpinyDogfish","Macrobenthos",0.0389234813852032
"431","SpinyDogfish","SilverHake",0.0594037085257459
"432","SpinyDogfish","OtherDemersals",0.0660140615772681
"433","SpinyDogfish","Micronekton",0.0754906517881654
"434","SpinyDogfish","SmPelagics",0.139620155525664
"435","SpinyDogfish","AtlHerring",0.172104504433618
"436","SpinyDogfish","GelZooplankton",0.234365156641381
"437","SummerFlounder","OtherShrimps",0.00139009556907037
"438","SummerFlounder","Micronekton",0.00295395308427454
"439","SummerFlounder","Megabenthos",0.00781928757602085
"440","SummerFlounder","OtherCephalopods",0.0278019113814075
"441","SummerFlounder","OtherSkates",0.0477845351867941
"442","SummerFlounder","OtherDemersals",0.0634231103388358
"443","SummerFlounder","AtlMackerel",0.0868809730668983
"444","SummerFlounder","SmPelagics",0.10251954821894
"445","SummerFlounder","SilverHake",0.152910512597741
"446","SummerFlounder","Loligo",0.152910512597741
"447","SummerFlounder","OtherPelagics",0.173761946133797
"448","SummerFlounder","Butterfish",0.17984361424848
"449","WhiteHake","YTFlounder",1.06682411010211e-05
"450","WhiteHake","LgCopepods",2.09618468262348e-05
"451","WhiteHake","SmFlatfishes",7.31536532641445e-05
"452","WhiteHake","AmLobster",0.000331477491353155
"453","WhiteHake","OceanPout",0.00039015281740877
"454","WhiteHake","Mesopelagics",0.000428710888816747
"455","WhiteHake","Goosefish",0.000533412055051053
"456","WhiteHake","AmPlaice",0.000715811268161368
"457","WhiteHake","Loligo",0.000755124429361559
"458","WhiteHake","GelZooplankton",0.000895370235264268
"459","WhiteHake","WitchFlounder",0.00115693264654466
"460","WhiteHake","Pollock",0.00121922755440241
"461","WhiteHake","WinterFlounder",0.00195007134411521
"462","WhiteHake","Cod",0.00197248157785664
"463","WhiteHake","AtlMackerel",0.0036603912880582
"464","WhiteHake","OtherPelagics",0.00432673378368554
"465","WhiteHake","Macrobenthos",0.00550431107006942
"466","WhiteHake","Haddock",0.00723916360426429
"467","WhiteHake","NShrimp",0.00733510780713769
"468","WhiteHake","Megabenthos",0.00866813854638807
"469","WhiteHake","RiverHerring",0.0109044664396865
"470","WhiteHake","RedHake",0.0120154254788693
"471","WhiteHake","WhiteHake",0.0159669555604489
"472","WhiteHake","OtherCephalopods",0.0175979373193581
"473","WhiteHake","Illex",0.0227911384407421
"474","WhiteHake","Redfish",0.0254152916044834
"475","WhiteHake","OtherDemersals",0.0555972995016609
"476","WhiteHake","Micronekton",0.0747133712417731
"477","WhiteHake","OtherShrimps",0.0796025276996008
"478","WhiteHake","SmPelagics",0.114361930511922
"479","WhiteHake","AtlHerring",0.175057608759992
"480","WhiteHake","SilverHake",0.348788645292332
"481","Windowpane","OtherCephalopods",0.000820238523573044
"482","Windowpane","AtlHerring",0.000984286228287652
"483","Windowpane","NShrimp",0.00164047704714609
"484","Windowpane","Mesopelagics",0.00164047704714609
"485","Windowpane","OceanPout",0.00295285868486296
"486","Windowpane","SilverHake",0.00328095409429217
"487","Windowpane","LgCopepods",0.00612290161734036
"488","Windowpane","Macrobenthos",0.10303567891426
"489","Windowpane","SmPelagics",0.14272150310171
"490","Windowpane","OtherShrimps",0.187604955111627
"491","Windowpane","Micronekton",0.549195669629756
"492","WinterFlounder","AmLobster",0.00115786019909117
"493","WinterFlounder","OtherShrimps",0.00168179193917992
"494","WinterFlounder","SmPelagics",0.00353147360722806
"495","WinterFlounder","Micronekton",0.00407724680107239
"496","WinterFlounder","LgCopepods",0.00456775848541465
"497","WinterFlounder","Megabenthos",0.016246278548507
"498","WinterFlounder","OtherCephalopods",0.0164995078370491
"499","WinterFlounder","GelZooplankton",0.0291456779835265
"500","WinterFlounder","Macrobenthos",0.923092404598931
"501","WinterSkate","YTFlounder",9.58188335650956e-05
"502","WinterSkate","NShrimp",0.000294827180200294
"503","WinterSkate","WitchFlounder",0.000442240770300441
"504","WinterSkate","LgCopepods",0.000611766398915611
"505","WinterSkate","OceanPout",0.00108348988723608
"506","WinterSkate","OtherSkates",0.00147413590100147
"507","WinterSkate","RiverHerring",0.00176896308120177
"508","WinterSkate","AmPlaice",0.00249866035219749
"509","WinterSkate","AmLobster",0.00486464847330486
"510","WinterSkate","OtherCephalopods",0.00553752450593471
"511","WinterSkate","AtlMackerel",0.0303671995606303
"512","WinterSkate","Megabenthos",0.033549121902942
"513","WinterSkate","AtlHerring",0.0405387372775405
"514","WinterSkate","OtherDemersals",0.0439845299461314
"515","WinterSkate","SilverHake",0.046066746906296
"516","WinterSkate","Micronekton",0.0521674449313551
"517","WinterSkate","OtherShrimps",0.0589473122092178
"518","WinterSkate","Macrobenthos",0.329318532247697
"519","WinterSkate","SmPelagics",0.346388299634332
"520","WitchFlounder","LgCopepods",2.67914690035053e-05
"521","WitchFlounder","OtherCephalopods",0.000201247035672329
"522","WitchFlounder","GelZooplankton",0.00206680705635482
"523","WitchFlounder","OtherShrimps",0.00486798284106302
"524","WitchFlounder","Megabenthos",0.00495305545159723
"525","WitchFlounder","Micronekton",0.0263433796719513
"526","WitchFlounder","Macrobenthos",0.961540736474358
"527","YTFlounder","GelZooplankton",0.00259395694354468
"528","YTFlounder","OtherShrimps",0.00605256620160425
"529","YTFlounder","Megabenthos",0.0076757544102163
"530","YTFlounder","LgCopepods",0.00949152427069757
"531","YTFlounder","Micronekton",0.0125871224743988
"532","YTFlounder","SmPelagics",0.0618226404878148
"533","YTFlounder","Macrobenthos",0.899776435211724
"534","BaleenWhales","AmPlaice",0.00205403893242476
"535","BaleenWhales","Cusk",0.000866003702441794
"536","BaleenWhales","Fourspot",2.1758886996025e-05
"537","BaleenWhales","Haddock",0.00541796286201022
"538","BaleenWhales","LittleSkate",0.00023499597955707
"539","BaleenWhales","OceanPout",0.00016536754116979
"540","BaleenWhales","OtherDemersals",0.000948687473026689
"541","BaleenWhales","Redfish",0.00192348561044861
"542","BaleenWhales","RedHake",0.00181469117546848
"543","BaleenWhales","SmFlatfishes",0
"544","BaleenWhales","SummerFlounder",8.70355479840999e-06
"545","BaleenWhales","Windowpane",3.481421919364e-05
"546","BaleenWhales","WinterFlounder",0.00041777063032368
"547","BaleenWhales","WinterSkate",0.00053091684270301
"548","BaleenWhales","WitchFlounder",0.000735450380465645
"549","BaleenWhales","YTFlounder",0.000152312208972175
"550","BaleenWhales","Barndoor",0
